ID;Name_NED;reference;RA (hms);Dec (dms);zbest;zspec;zIRS;source type;MIR_class;refmag;refmag_flag;Rband_name;Rband_flux;Rband_eflux;Kband_name;Kband_flux;Kband_eflux;IRAC1_flux;IRAC1_eflux;IRAC4_flux;IRAC4_eflux;24um_name;24um_flux;24um_eflux;70um_name;70um_flux;70um_eflux;1.4GHz_name;1.4GHz_flux;1.4GHz_eflux;lambda_min;lambda_max;lrest_min;lrest_max;nuLnu2.2;enuLnu2.2;nuLnu3.6;enuLnu3.6;nuLnu5.6;enuLnu5.6;nuLnu7.0;enuLnu7.0;nuLnu9.0;enuLnu9.0;nuLnu10.0;enuLnu10.0;nuLnu12.0;enuLnu12.0;nuLnu14.0;enuLnu14.0;nuLnu15.0;enuLnu15.0;nuLnu18.0;enuLnu18.0;nuLnu20.0;enuLnu20.0;nuLnu25.0;enuLnu25.0;C7-10-14;flagsil;Ssil;eSsil;lambdasil;elambdasil;continuumsil;econtinuumsil;peaksil;epeaksil;EWsil;eEWsil;Integralsil;eIntegralsil;SNRsil;flag62;L62;eL62;EW62;eEW62;Lcont62;eLcont62;f62;ef62;snr62;flag113;L113;eL113;EW113;eEW113;Lcont113;eLcont113;f113;ef113;snr113;5-15um coverage;Lum5-15;rAGN;erAGN;LumAGN;eLumAGN;rHII;erHII;LumHII;eLumHII;rPDR;erPDR;LumPDR;eLumPDR;tau97;etau97;chisq_decomp;redchisq;BIBCODE;AGNtype;Sy1;Sy1.X;Sy2;LINER;QSO;QSO2;Starburst;ULIRG;SMG;other
(hms);(dms);;;;;;(AB mag);;;(Jy);(Jy);;(Jy);(Jy);(Jy);(Jy);(Jy);(Jy);;(Jy);(Jy);;(Jy);(Jy);;(Jy);(Jy);(micron);(micron);(micron);(micron);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);;;;;(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/micron);(erg/s/micron);(micron);(micron);(erg/s);(erg/s);;;(erg/s);(erg/s);(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/cm2);(erg/s/cm2);;;(erg/s);(erg/s);(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/cm2);(erg/s/cm2);;(%);(erg/s);;;(erg/s);(erg/s);;;(erg/s);(erg/s);;;(erg/s);(erg/s);;;;;;;;;;;;;;;;;;;
MIPS8325;SDSS J171643.66+602013.8;Dasyra09;17:16:43.7;+60:20:13.6;0.61; ;0.61;IRgal;MIR_SB;21.0;R;r (SDSS Model) AB;1.03E-5;7.7E-7; ; ; ;6.98E-5;8.01E-6;1.3E-4;1.81E-5;24 microns (MIPS);0.00113;6,00E+10; ; ; ;NVSS; ; ;14.154;31.938;8.791.305;19.837.267; ; ; ; ; ; ; ; ; ; ;9.34E43;2,36E+46;2,16E+47;3,16E+46;2,49E+47;3,01E+46;2,62E+47;2,38E+46;3,25E+47;2,41E+46; ; ; ; ; ;-4; ; ; ; ; ; ; ; ; ; ; ; ; ;-1; ; ; ; ; ; ; ; ; ;0;9,94E+45;3,93E+45;0.723;0.3416;1,38E+46;3,55E+45;6,36E-12;2,52E-12;25.276.341.545.230.500;6.208.695.411.682.120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8327;SSTXFLS J171535.7+602825;Yan07;17:15:35.78;+60:28:25.5;2.443;2.443;2.48;ULIRG;MIR_AGN2;23.5;R;R (KPNO);1.45E-6;-99.0; ; ; ;1.2E-5;3.0E-6;4.6E-5;2.5E-5;24 microns (MIPS);0.00114;-99.0;70 microns (MIPS);0.0055;0.0019;FIRST;0.00147;1,42E+12;14.097;38.428;4.094.394;11.161.197; ; ; ; ;3,92E+48;1,31E+48;6,46E+48;7,81E+47;2,85E+48;8,84E+47;2,47E+48;1,36E+48; ; ; ; ; ; ; ; ; ; ; ; ; ;-4; ; ; ; ; ; ; ; ; ; ; ; ; ;0;9,77E+46;2,03E+47;0.1183;0.2488;8,26E+47;2,46E+47;1,99E-12;4,15E-12;0.4801252327248953;-1; ; ; ; ; ; ; ; ; ;6.161.196.708.679.190;2,97E+49;0.357;0.122;1,06E+49;3,62E+48;0.628;0.149;1,86E+49;4,41E+48;0.015;0.038;4,49E+47;1,12E+48;3.097;0.791;5.24;0.12;2007ApJ...658..778Y;no_AGN;false;false;false;false;false;false;false;true;false;false
MIPS8342;SSTXFLS J171411.5+601109;Yan07;17:14:11.55;+60:11:09.3;1.57; ;1.57;ULIRG;MIR_COMP;23.73;R;R (KPNO);1.17E-6;-99.0; ; ; ;3.9E-5;6.0E-6;1.19E-4;1.9E-5;24 microns (MIPS);0.00111;-99.0;70 microns (MIPS);0.0103;0.0018;NVSS; ; ;14.085;38.099;54.805.446;148.245.125; ; ; ; ; ; ;1,28E+48;4,83E+47;2,22E+48;3,66E+47;2,16E+48;2,20E+47;3,18E+48;2,55E+47;3.2E45;6,72E+47; ; ; ; ; ; ; ; ;0.07052756068937047;0;0.057;0.374;10.5;0.352;1,31E+48;2,90E+47;7,61E+46;4,48E+47;0.258;0.572;3,27E+47;5,67E+47;0.58;0;5.7E43;7,60E+46;0.3413;0.4828;1.67E44;7,86E+46;3.47E-15;4,63E-12;0.7497839407091577;0;3,64E+46;2,76E+46;0.1583;0.1221;2,30E+47;3,00E+46;2,21E-12;1,68E-12;13.164.782.929.539.800;9.343.967.914.581.290;6,38E+48;0.318;0.079;2,03E+48;5,04E+47;0.535;0.051;3,41E+48;3,23E+47;0.147;0.049;9,39E+47;3,15E+47;0.082;0.197;11.1;0.2;2007ApJ...658..778Y;no_AGN;false;false;false;false;false;false;false;true;false;false
MIPS8360;XFLS CH1 J171652.5+593531;Dasyra09;17:16:52.5;+59:35:31.9;1.5; ;1.5;IRgal;MIR_COMP;22.0;R; ; ; ; ; ; ;1.01E-4;1.12E-5;1.31E-4;2.07E-5;IRS;0.001118;8,50E+10; ; ; ;Condon2003;1,82E+12;2,80E+10;14.154;34.986;56.616;139.944; ; ; ; ; ; ;2,14E+48;2.94E44;1,96E+48;4,07E+47;1,74E+48;2,19E+47;2,89E+48;2,39E+47; ; ; ; ; ; ; ; ; ; ; ;2;-0.37;0.54;9.8;0.0;1,54E+48;2,44E+47;-4,76E+47;5,91E+47;-0.494;0.257;-7,59E+47;5,13E+47;1.48;0;6,88E+46;5,02E+46;0.291;0.2228;2,36E+47;5,51E+46;4,69E-12;3,42E-12;1.370.835.828.701.810;0;4,66E+46;2,74E+46;0.2179;0.1317;2,14E+47;3,01E+46;3,18E-12;1,87E-12;17.011.248.479.866.100;8.332.799.911.499.020;6,53E+48;0.418;0.06;2,73E+48;3,94E+47;0.401;0.04;2,62E+48;2,60E+47;0.182;0.034;1,19E+48;2.25E44;0.413;0.155;13.05;0.26;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8371;FLSVLA J171325.0+594557;Dasyra09;17:13:25.0;+59:45:57.8;0.35; ;0.35;IRgal;MIR_SB; ; ; ; ; ; ; ; ; ; ; ; ;IRS;8.72E-4;1,02E+12; ; ; ;Condon2003;1,69E+12;2,60E+11;9.45;35.991;69.999.995;26.66; ; ; ; ; ; ; ; ;3,12E+46;1,01E+46;2,27E+46;9,47E+45;8,53E+46;8.6E42;4,77E+46;9,00E+45;3,41E+46;1,24E+46;4,79E+46;8.35E42;4,43E+46;8,10E+45;7,91E+46;1,43E+46; ;2;-1.073;1.001;9.8;0.0;1,20E+46;1,29E+45;-7,86E+45;3,80E+45;-1.268;0.189;-1,51E+46;3,11E+45;4.85;-1; ; ; ; ; ; ; ; ; ;0;5.63E42;1,13E+45;12.101;0.3996;4,65E+45;1,22E+45;1,37E-11;2,74E-12;4.989.058.926.169.510;8.000.000.476.837.150;9,90E+46;0.0;0.0;0.0;7,86E+29;0.364;0.024;3,60E+46;2,33E+45;0.636;0.024;6,30E+46;2,33E+45;0.457;0.201;86.52;2.06;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8375;SSTXFLS J171433.7+595221;Dasyra09;17:14:33.8;+59:52:21.8;0.87; ;0.87;IRgal;MIR_SB;21.4;R;R (Cousins) m_aper;3.71E-6;6.84E-8; ; ; ; ; ; ; ;24 microns (MIPS);0.00116;3,00E+11; ; ; ;Condon2003;6,51E+11;6,10E+11;14.156;31.426;75.700.536;16.805.347; ; ; ; ; ; ; ; ;2,60E+47;7.73E43;1,73E+47;6,75E+46;5,83E+47;8,41E+46;5,53E+47;5,15E+46;6,73E+47;5,23E+46; ; ; ; ; ; ; ;2;-2.745;3.983;9.8;0.0;2.84E44;2.43E43;-2,66E+47;7,68E+46;-1.483;0.099;-4,15E+47;4,20E+46;9.87;-1; ; ; ; ; ; ; ; ; ;0;2,02E+46;1,41E+46;0.6811;0.5884;2,97E+46;1,52E+46;5,38E-12;3,74E-12;14.356.303.597.062.000;7.429.946.422.576.900;8.98E44;0.0;0.109;0.0;9.76E43;0.457;0.064;4,11E+47;5,79E+46;0.543;0.057;4,87E+47;5,13E+46;1.186;0.322;17.39;0.47;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8377;SSTXFLS J171733.5+594640;Dasyra09;17:17:33.5;+59:46:40.7;0.84; ;0.84;IRgal;MIR_SB;22.1;R;R (Cousins) m_aper;3.06E-6;5.64E-8; ; ; ; ; ; ; ;24 microns (MIPS);0.00103;3,00E+11; ; ; ;NED;1.1E-4;-99.0;14.155;31.936;7.692.935;17.356.524; ; ; ; ; ; ; ; ;3,01E+47;7,39E+46;1,33E+47;6,15E+46;3,63E+47;8,32E+46;3,20E+47;4,83E+46;3,00E+47;4,79E+46; ; ; ; ; ; ; ;2;-2.396;3.031;9.8;0.0;2,39E+47;2,15E+46;-2,18E+47;5,95E+46;-1.557;0.124;-3,62E+47;4,24E+46;8.52;-1; ; ; ; ; ; ; ; ; ;0;2,24E+46;1,34E+46;0.9472;0.7464;2,36E+46;1,21E+46;6,49E-12;3,88E-12;16.725.070.691.568.200;7.307.065.010.070.800;8,85E+47;0.0;0.107;0.0;9,49E+46;0.257;0.055;2,28E+47;4,89E+46;0.743;0.064;6,58E+47;5,63E+46;0.963;0.352;15.51;0.43;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8384;SSTXFLS J171647.5+601757;Dasyra09;17:16:47.5;+60:17:57.2;0.92; ;0.92;IRgal;MIR_SB; ; ;R (Cousins) m_aper;2.22E-6;6.13E-8; ; ; ;2.32E-4;2.37E-5;3.4E-4;3.64E-5;24 microns (MIPS);0.00109;6,00E+10; ; ; ;NED;9.0E-5;-99.0;11.515;33.993;5.997.396;17.704.687; ; ; ; ; ; ;5,64E+47;1,02E+47;5.31E44;1,11E+47;4,51E+47;9,88E+46;7,63E+47;1.06E44;6,50E+47;7,26E+46;6,87E+47;7,46E+46; ; ; ; ; ; ;-0.31998223180450214;2;-0.294;0.633;9.8;0.311;2,23E+47;2,82E+46;-5,67E+46;1.11E44;-0.269;0.343;-5.94E43;7,74E+46;0.77;-1; ; ; ; ; ; ; ; ; ;0;1,30E+46;1,62E+46;0.2189;0.281;5,96E+46;1,84E+46;3,02E-12;3,76E-12;0.8027156810699858;9.002.604.007.720.940;1,28E+48;0.375;0.105;4,79E+47;1,34E+47;0.318;0.064;4,07E+47;8,15E+46;0.307;0.056;3,92E+47;7,22E+46;0.04;0.231;15.35;0.3;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8387;SSTXFLS J171802.8+601522;Dasyra09;17:18:02.8;+60:15:22.0;0.92; ;0.92;IRgal;MIR_SB;21.3;R;R (Cousins) m_aper;4.07E-6;7.5E-8; ; ; ;2.8E-4;2.88E-5;1.32E-4;2.57E-5;24 microns (MIPS);0.0010600000000000002;6,00E+10; ; ; ;NVSS; ; ;14.071;33.97;73.286.457;17.692.709; ; ; ; ; ; ; ; ;3,50E+47;9.21E43;3,03E+47;8,26E+46;5,90E+47;8.76E43;2,75E+47;6,03E+46;2,34E+47;6,21E+46; ; ; ; ; ; ; ;2;-1.109;0.539;9.8;0.0;3,06E+47;3,33E+46;-2,05E+47;6.45E43;-1.183;0.197;-3,58E+47;7,51E+46;4.77;-1; ; ; ; ; ; ; ; ; ;0;2.22E43;1.47E43;0.4527;0.336;4,91E+46;1,65E+46;5,13E-12;3.4E-15;15.100.000.336.321.900;7.671.354.293.823.240;1,22E+48;0.327;0.182;3,97E+47;2,21E+47;0.091;0.086;1,11E+47;1,04E+47;0.582;0.105;7.08E44;1,28E+47;0.303;0.296;21.37;0.55;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8388;SDSS J171400.43+601409.5;Dasyra09;17:14:00.4;+60:14:09.5;1.14; ;1.14;IRgal;MIR_SB;22.2;g;r (SDSS Model) AB;9.37E-6;6.78E-7; ; ; ;1.12E-4;1.23E-5;1.71E-4;2.25E-5;24 microns (MIPS);0.0010500000000000002;6,00E+10; ; ; ;NVSS; ; ;14.071;33.968;6.575.234;15.872.897; ; ; ; ; ; ;8,48E+47;1,48E+47;9,82E+47;1,89E+47;6,10E+47;1,95E+47;1,15E+48;1,21E+47;1,07E+48;1,08E+47;1,10E+48;1,43E+47; ; ; ; ; ; ;-0.48447469037705054;2;-0.417;0.939;9.8;0.256;3,78E+47;4,92E+46;-1.29E44;2,15E+47;-0.426;0.366;-1,59E+47;1,48E+47;1.07;-1; ; ; ; ; ; ; ; ; ;0;4,82E+46;1,69E+46;0.7634;0.3483;6,31E+46;1,84E+46;6,52E-12;2,29E-12;2.845.482.303.167.900;8.424.766.063.690.180;2,30E+48;0.322;0.139;7,39E+47;3,20E+47;0.348;0.082;7.99E44;1,89E+47;0.33;0.065;7,59E+47;1,50E+47;0.16;0.269;15.37;0.33;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8401;SDSS J171238.46+594233.6;Dasyra09;17:12:38.5;+59:42:33.4;0.56104;0.56104;0.57;IRgal;MIR_SB;20.4;R;r (SDSS Model) AB;1.95E-5;8.56E-7; ; ; ;1.22E-4;1.3E-5;1.42E-4;1.89E-5;24 microns (MIPS);9.68E-4;2.0E-4;70 microns (MIPS);0.0248;0.0041;Condon2003;1,65E+12;2,80E+10;14.153;33.964;9.066.392;21.757.292; ; ; ; ; ; ; ; ; ; ;6,51E+46;1,99E+46;2,05E+47;2,56E+46;1,53E+47;2,88E+46;1,52E+47;2,21E+46;2,09E+47;1,94E+46;2,80E+47;2,40E+46; ; ; ;-4; ; ; ; ; ; ; ; ; ; ; ; ; ;-1; ; ; ; ; ; ; ; ; ;0;1,43E+46;3,05E+45;16.279;0.6525;8,80E+45;2.99E42;1,12E-11;2,39E-12;4.700.962.113.961.890;5.933.608.055.114.740; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8405;SDSS J171527.70+601731.5;Dasyra09;17:15:27.7;+60:17:31.2;1.17; ;1.17;IRgal;MIR_SB;22.3;g;r (SDSS Model) AB;6.24E-6;6.28E-7; ; ; ;1.44E-4;1.55E-5;1.16E-4;1.97E-5;24 microns (MIPS);0.0010500000000000002;6,00E+10;70 microns (MIPS);0.0193;0.0039;NED;1.3E-4;-99.0;14.154;34.647;65.225.806;15.966.358; ; ; ; ; ; ;9,94E+47;1,49E+47;9,01E+47;2,07E+47;7,84E+47;1,95E+47;1.41E45;1,28E+47;1,29E+48;1,17E+47;1,45E+48;1,67E+47; ; ; ; ; ; ;-0.3979641860622876;2;-0.256;0.917;9.8;0.0;5,05E+47;5,19E+46;-1.14E44;3,64E+47;-0.579;0.168;-2,93E+47;9,20E+46;3.18;-1; ; ; ; ; ; ; ; ; ;0;4,79E+46;1,87E+46;0.6059;0.281;7,91E+46;1,97E+46;6.08E-15;2,38E-12;2.557.846.034.744.560;8.477.419.376.373.290;2.9E45;0.216;0.101;6,25E+47;2,94E+47;0.376;0.057;1,09E+48;1,66E+47;0.408;0.049;1,18E+48;1,43E+47;0.52;0.193;24.87;0.54;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8430;SDSS J171333.19+601019.5;Dasyra09;17:13:33.2;+60:10:19.5;0.67; ;0.67;IRgal;MIR_SB;22.0;R;r (SDSS Model) AB;3.88E-6;6.89E-7; ; ; ;1.04E-4;1.11E-5;2.35E-4;2.88E-5;24 microns (MIPS);9.7E-4;6,00E+10;70 microns (MIPS);0.0202;0.0039;NED;1.3E-4;-99.0;14.154;31.938;8.475.449;1.912.455; ; ; ; ; ; ; ; ;1,25E+47;4,24E+46;9,12E+46;3.1E43;2,10E+47;5,20E+46;2,20E+47;3.28E43;2,30E+47;2.87E43;2,46E+47;3,15E+46; ; ; ; ; ;-4; ; ; ; ; ; ; ; ; ; ; ; ; ;-1; ; ; ; ; ; ; ; ; ;0;8,82E+45;5,34E+45;0.7981;0.6222;1,11E+46;5,42E+45;4,48E-12;2,71E-12;16.511.799.977.793.400;6.524.551.391.601.560;3,40E+47;0.0;0.251;0.0;8,53E+46;0.443;0.146;1,51E+47;4,97E+46;0.557;0.151;1,89E+47;5,14E+46;0.613;0.54;8.08;0.26;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8450;SDSS J171825.91+595353.4;Dasyra09;17:18:26.0;+59:53:53.5;1.01; ;1.01;IRgal;MIR_SB; ; ;r (SDSS Model) AB;5.32E-6;9.77E-7; ; ; ;1.25E-4;1.26E-5;0.0;-1.0E-4;24 microns (MIPS);9,60E+11;3,00E+11; ; ; ;Condon2003;1,49E+12;2,30E+11;14.155;31.43;70.422.883;15.636.816; ; ; ; ; ; ; ; ;6,49E+47;1,27E+47;2,32E+47;1,29E+47;6,54E+47;9,04E+46;3,14E+47;7,32E+46; ; ; ; ; ; ; ; ; ;2;-0.649;1.13;9.8;0.0;2,27E+47;2,13E+46;-1,09E+47;1,28E+47;-0.768;0.255;-1,65E+47;6,52E+46;2.54;-1; ; ; ; ; ; ; ; ; ;0;4,26E+46;1.28E43;11.792;0.5927;3,62E+46;1,46E+46;7,81E-12;2,35E-12;3.331.343.498.150.470;7.957.711.696.624.750;1,48E+48;0.053;0.138;7,82E+46;2,05E+47;0.202;0.067;2,98E+47;9,84E+46;0.746;0.081;1,10E+48;1,19E+47;-0.018;0.291;30.46;0.73;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8462;SSTXFLS J171309.5+600816;Dasyra09;17:13:09.5;+60:08:16.0;1.01; ;1.01;IRgal;unknown;21.6;R;R (Cousins) m_aper;4.72E-6;8.69E-8; ; ; ;9.07E-5;1.02E-5;1.3E-4;1.82E-5;24 microns (MIPS);9.9E-4;6,00E+10; ; ; ;Condon2003;3,28E+10;2,70E+11;14.154;32.954;70.417.914;16.395.023; ; ; ; ; ; ; ; ;4,77E+47;1,27E+47;3,33E+47;1,29E+47;7,53E+47;9,03E+46;1,00E+48;7,36E+46;1,07E+48;7,89E+46; ; ; ; ; ; ; ;2;-0.763;1.338;9.8;0.0;2,91E+47;2,98E+46;-1,56E+47;1,82E+47;-0.924;0.208;-2,69E+47;6,72E+46;4.0;-1; ; ; ; ; ; ; ; ; ;0;1,57E+46;1,42E+46;0.2861;0.2706;5,49E+46;1,52E+46;2,88E-12;2,60E-12;11.052.227.844.712.500;7.958.208.560.943.600;1,38E+48;0.293;0.185;4,04E+47;2,55E+47;0.489;0.117;6,72E+47;1,60E+47;0.218;0.075;2,99E+47;1,04E+47;0.864;0.316;8.04;0.19;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8477;SDSS J171344.29+601530.7;Dasyra09;17:13:44.4;+60:15:31.5;1.84; ;1.84;IRgal;MIR_COMP; ; ;r (SDSS PSF) AB;3.71E-6;5.16E-7; ; ; ;9.19E-5;1.02E-5;2.51E-4;3.03E-5;24 microns (MIPS);9.8E-4;6,00E+10; ; ; ;NED;1.1E-4;-99.0;14.155;35.152;49.841.547;12.377.464; ; ; ; ;2.1E45;3,60E+47;2,25E+48;5.83E44;1,83E+48;4,34E+47;1,92E+48;3,13E+47; ; ; ; ; ; ; ; ; ; ; ; ; ;2;-0.142;0.836;9.8;0.343;1,68E+48;5.6E44;-2,23E+47;8.65E44;-0.17;0.777;-3,04E+47;1.11E45;0.27;0;1,20E+47;7,69E+46;0.4842;0.363;2,47E+47;9.59E43;4,92E-12;3,16E-12;15.584.786.321.504.900;0;2,08E+46;5,94E+46;0.0858;0.2455;2,43E+47;6,57E+46;8,55E-13;2,44E-12;0.3511494142963755;7.377.464.294.433.590;7.6E45;0.556;0.077;4,22E+48;5,84E+47;0.253;0.105;1.92E45;7,98E+47;0.192;0.054;1,46E+48;4,07E+47;0.347;0.382;14.45;0.28;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8493;SSTXFLS J171805.0+600832;Yan07;17:18:05.11;+60:08:32.8;1.8; ;1.8;ULIRG;MIR_SB;23.48;R;R (KPNO);1.47E-6;-99.0; ; ; ;3.9E-5;6.0E-6;2.4E-5;1.4E-5;24 microns (MIPS);9.17E-4;-99.0;70 microns (MIPS);0.0048;0.0014;NVSS; ; ;14.125;38.527;5.044.643;13.759.644; ; ; ; ;8,62E+47;4,08E+47;1,55E+48;6,12E+47;6,15E+47;4,08E+47;5,53E+47;2.91E44;1,26E+48;5,62E+47; ; ; ; ; ; ; ; ; ; ; ;0;-0.962;1.234;9.8;0.0;1.29E45;8,59E+47;-7,97E+47;1,01E+48;-1.349;0.237;-1,74E+48;1.63E45;1.07;0;6,12E+46;8,20E+46;0.4096;0.6187;1,49E+47;1.04E44;2.65E-15;3,55E-12;0.7462686629467743;0;5,23E+46;4,61E+46;0.5939;0.6509;8,81E+46;5,73E+46;2,27E-12;2,00E-12;11.340.670.047.948.000;8.715.000.629.425.040;4,74E+48;0.283;0.13;1.34E45;6,14E+47;0.319;0.148;1,51E+48;7,04E+47;0.398;0.106;1,89E+48;5,03E+47;1.875;0.95;10.85;0.19;2007ApJ...658..778Y;no_AGN;false;false;false;false;false;false;false;true;false;false
MIPS8499;SDSS J171216.49+595710.9;Dasyra09;17:12:16.5;+59:57:10.9;0.6; ;0.6;IRgal;MIR_SB;22.7;g;r (SDSS Model) AB;1.66E-5;1.28E-6; ; ; ;2.61E-4;2.69E-5;1.48E-4;2.15E-5;24 microns (MIPS);9.1E-4;6,00E+10; ; ; ;Condon2003;3,11E+11;2,60E+11;14.07;31.937;879.375;19.960.625; ; ; ; ; ; ; ; ; ; ;6,98E+46;2.28E43;2,75E+47;3,05E+46;1,68E+47;3,00E+46;1,24E+47;2.31E43;1,87E+47;2,33E+46; ; ; ; ; ;-4; ; ; ; ; ; ; ; ; ; ; ; ; ;-1; ; ; ; ; ; ; ; ; ;0;1,73E+46;3,90E+45;13.385;0.52;1.29E43;4.08E42;1.15E-14;2,59E-12;4.435.017.577.649.040;6.206.250.190.734.860; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8507;SDSS J171329.86+594433.9;Dasyra09;17:13:29.9;+59:44:34.2;0.76; ;0.76;IRgal;MIR_SB;20.8;R;r (SDSS Model) AB;1.49E-5;7.9E-7; ; ; ;1.51E-4;1.58E-5;1.11E-4;1.95E-5;24 microns (MIPS);9.1E-4;6,00E+10; ; ; ;NVSS; ; ;14.154;33.97;8.042.046;19.301.138; ; ; ; ; ; ; ; ;2,65E+47;4,89E+46;1,56E+47;4,12E+46;4,13E+47;7,03E+46;2,59E+47;3,50E+46;2,30E+47;3.45E43;2,87E+47;4,61E+46; ; ; ; ; ;-4; ; ; ; ; ; ; ; ; ; ; ; ; ;-1; ; ; ; ; ; ; ; ; ;0;1,45E+46;7,14E+45;0.6306;0.3953;2,30E+46;8,88E+45;5,38E-12;2,66E-12;20.267.319.269.003.500;6.957.954.406.738.280;6,43E+47;0.116;0.194;7,47E+46;1,25E+47;0.272;0.092;1,75E+47;5,94E+46;0.612;0.111;3,94E+47;7,15E+46;0.443;0.344;17.97;0.53;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8521;SSTXFLS J171218.9+601003;Dasyra09;17:12:18.9;+60:10:03.8;1.19; ;1.19;IRgal;MIR_SB; ; ; ; ; ; ; ; ;1.08E-4;1.17E-5;5.55E-4;5.82E-5;24 microns (MIPS);8.9E-4;6,00E+10; ; ; ;Condon2003;1,74E+12;2,40E+11;10.95;34.962;5.0;15.964.384; ; ; ; ;1,97E+48;1.63E44;2,53E+48;1,84E+47;1,09E+48;2,71E+47;4.84E44;2,31E+47;1,85E+48;1,62E+47;2,20E+48;1.56E44;1,91E+48;2,26E+47; ; ; ; ; ; ;-171.836.578.829.215;0;-1.942;2.417;9.8;0.0;1,03E+48;5,46E+46;-8,80E+47;3,51E+47;-1.317;0.121;-1,34E+48;1,72E+47;7.76;2;-1,84E+46;3,95E+46;-0.0552;0.1188;3,33E+47;4.3E43;-2,24E-12;4,80E-12;0.46572203692456604;0;2,41E+46;1,96E+46;0.2382;0.1992;1,01E+47;2,06E+46;2,94E-12;2,38E-12;12.326.753.353.246.200;100.0;4.6E45;0.657;0.03;3,02E+48;1.38E44;0.161;0.016;7,39E+47;7,51E+46;0.182;0.023;8,37E+47;1,07E+47;2.031;0.238;39.99;0.63;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
MIPS8532;XFLS CH1 J171623.2+593647;Dasyra09;17:16:23.3;+59:36:46.9;0.86; ;0.86;IRgal;unknown;21.7;R; ; ; ; ; ; ;9.79E-5;1.06E-5;0.0;-1.0E-4;IRS;9,47E+11;8,30E+10; ; ; ;NVSS; ; ;14.071;31.592;7.565.054;16.984.945; ; ; ; ; ; ; ; ;2,04E+47;7,62E+46;2,23E+47;6,54E+46;4,22E+47;8,25E+46;4,28E+47;5,06E+46;4,31E+47;5,07E+46; ; ; ; ; ; ; ;2;-1.099;0.842;9.8;0.0;2,06E+47;1,38E+46;-1,38E+47;6.46E43;-1.247;0.129;-2,57E+47;3,36E+46;7.64;-1; ; ; ; ; ; ; ; ; ;0;1,28E+46;1.15E43;0.4662;0.4548;2,74E+46;1,04E+46;3,50E-12;3,15E-12;1.111.570.272.132.210;7.434.946.060.180.660;8,23E+47;0.572;0.283;4,70E+47;2,33E+47;0.183;0.151;1,51E+47;1,24E+47;0.245;0.138;2,02E+47;1,14E+47;1.171;0.54;8.94;0.24;2009ApJ...701.1123D;no_AGN;false;false;false;false;false;false;false;false;false;true
